Porcentaje,Leucocitos,HistMax1,PixelesMax1,HistMax2,PixelesMax2,DiferenciaPicos,PixelesSegMax1,PixelesSegMax2,PixelesSegMax3,MoradosEnCluster,Blancos,Rojos,Morados,Porcentaje_Blancos,Porcentaje_Rojos,Porcentaje_Morados,Clase
9.376537799835205,17.0,161,134404,132,44482,29,1092337,67435,1182244,0.0,1321115,805500,215401,56.409,34.393,9.197,1
11.061066389083862,20.0,162,107952,129,50538,33,902332,82186,1357498,0.0,1171423,915775,254818,50.018,39.102,10.88,1
7.48329758644104,15.0,159,124085,128,45600,31,1074741,71827,1195448,0.0,1311873,857851,172292,56.015,36.629,7.357,1
6.6351354122161865,13.0,153,114747,124,55502,29,984379,77490,1280147,0.0,1238402,951176,152438,52.878,40.614,6.509,1
16.666370630264282,36.0,177,82573,130,41710,47,764546,271245,1306225,0.0,1003517,955278,383221,42.848,40.789,16.363,1
13.009899854660036,27.0,164,91257,127,47496,37,807120,204779,1330117,0.0,1070011,972877,299128,45.688,41.54,12.772,1
6.23399019241333,13.0,154,151685,125,39694,29,1352264,51405,938347,0.0,1532862,665348,143806,65.451,28.409,6.14,1
12.152093648910524,24.0,160,96270,121,42031,39,853911,89171,1398934,0.0,1122527,939415,280074,47.93,40.111,11.959,1
6.330573558807373,12.0,152,111430,119,48523,33,956371,90061,1295584,0.0,1237701,954871,149444,52.848,40.771,6.381,1
10.273927450180054,18.0,158,96389,122,49175,36,849774,91184,1401058,0.0,1142701,963280,236035,48.791,41.13,10.078,1
11.802268028259276,22.0,160,101411,124,43100,36,872676,84061,1385279,0.0,1145156,926651,270209,48.896,39.566,11.537,1
8.023983240127563,15.0,156,113385,119,41910,37,983527,83168,1275321,0.0,1248066,909315,184635,53.29,38.826,7.884,1
5.890351533889771,14.0,153,123372,121,36767,32,1115404,74774,1151838,0.0,1361552,845852,134612,58.136,36.116,5.748,1
5.811488628387451,10.0,153,111695,121,49139,32,965966,86395,1289655,0.0,1235624,972461,133931,52.759,41.522,5.719,1
10.108685493469238,21.0,160,112334,122,40503,38,992932,76567,1272517,0.0,1242901,866153,232962,53.07,36.983,9.947,1
11.1186683177948,20.0,161,103079,122,31587,39,936436,185623,1219957,0.0,1199241,886168,256607,51.205,37.838,10.957,1
2.096271514892578,3.0,148,158532,122,40696,26,1474293,49193,818530,0.0,1657044,636892,48080,70.753,27.194,2.053,1
9.074872732162476,18.0,159,106824,118,46753,41,938121,74421,1329474,0.0,1186745,946618,208653,50.672,40.419,8.909,1
11.68518662452698,19.0,167,105887,123,46921,44,906715,192756,1242545,0.0,1149752,922410,269854,49.092,39.385,11.522,1
1.0827422142028809,2.0,146,141774,112,34089,34,1336270,84343,921403,0.0,1614436,703543,24037,68.934,30.04,1.026,1
1.5245437622070315,3.0,150,144286,115,31897,35,1328373,84610,929033,0.0,1606095,701374,34547,68.577,29.947,1.475,1
2.684694528579712,5.0,150,134460,114,34099,36,1247209,89104,1005703,0.0,1548383,731338,62295,66.113,31.227,2.66,1
2.9190659523010254,7.0,150,142623,112,31578,38,1282418,85331,974267,0.0,1572363,702837,66816,67.137,30.01,2.853,1
2.044433355331421,4.0,151,145881,115,30267,36,1335622,81348,925046,0.0,1606846,687699,47471,68.61,29.364,2.027,1
1.6022086143493652,3.0,147,137506,113,34446,34,1305966,84101,951949,0.0,1584819,721075,36122,67.669,30.789,1.542,1
2.5659501552581787,5.0,153,133684,106,26747,47,1263021,80557,998438,0.0,1539674,744464,57878,65.741,31.787,2.471,1
1.7020821571350098,3.0,150,131165,106,31003,44,1273938,82205,985873,0.0,1555016,749030,37970,66.396,31.982,1.621,1
0.9745895862579346,2.0,146,146036,111,31840,35,1367987,78288,895741,0.0,1637765,682122,22129,69.93,29.125,0.945,1
2.524024248123169,5.0,154,138880,108,26339,46,1295281,75807,970928,0.0,1554308,731313,56395,66.366,31.226,2.408,1
2.4902462959289546,7.0,148,147986,112,28459,36,1379926,75690,886400,0.0,1632228,654447,55341,69.693,27.944,2.363,1
1.5552818775177002,2.0,146,149791,111,28512,35,1405807,76113,860096,0.0,1666022,641885,34109,71.136,27.407,1.456,1
0.7593035697937012,2.0,147,139514,119,44524,28,1300956,76958,964102,0.0,1553459,771413,17144,66.33,32.938,0.732,1
1.407378911972046,2.0,147,144246,115,38395,32,1317423,85093,939500,0.0,1589253,720369,32394,67.858,30.759,1.383,1
0.3679215908050537,2.0,157,191838,134,124168,23,2077415,207119,2754314,1.0,2770819,2250767,17262,54.989,44.668,0.343,0
0.28121471405029297,1.0,142,151184,112,133831,30,2002138,213578,2823132,1.0,2687635,2337642,13571,53.338,46.392,0.269,0
0.38486719131469727,2.0,149,148899,114,124493,35,1960325,207165,2871358,1.0,2629487,2391209,18152,52.184,47.455,0.36,0
1.0160744190216064,1.0,138,28049,104,21157,34,304130,32639,462583,0.0,407879,383631,7842,51.026,47.993,0.981,0
0.1849651336669922,1.0,130,155267,98,130884,32,1530325,194539,3313984,1.0,2078021,2951736,9091,41.24,58.58,0.18,0
0.18748044967651367,1.0,141,137483,108,129139,33,1508179,193949,3336720,1.0,2059977,2969671,9200,40.882,58.936,0.183,0
0.4341244697570801,1.0,143,140174,107,112861,36,1623341,193096,3222411,1.0,2167609,2850794,20445,43.018,56.576,0.406,0
0.32799243927001953,2.0,133,152141,100,125661,33,1711914,179240,3147694,1.0,2225506,2797661,15681,44.167,55.522,0.311,0
0.33105015754699707,2.0,151,152329,112,108531,39,1738837,179580,3120431,1.0,2258943,2764283,15622,44.831,54.859,0.31,0
